src_lang	tgt_lang	src	tgt
eng_Latn	tel_Telu	log a complaint about smart t. v. to sony customer service	స్మార్ట్ టి.వి. గురించి సోని వినియోగదారుని సేవ కి ఫిర్యాదు చేయి
eng_Latn	tel_Telu	log a complaint to l. g. a. c. to customer service	కేరియర్ ఏ.సి. కస్టమర్ సర్వీస్ సేవకు ఫిర్యాదును లాగిన్ చేయండి
eng_Latn	tel_Telu	tweet walmart customer service	స్పెన్సర్స్ వినియోగదారుని సేవ కి ట్వీట్ చేయి
eng_Latn	tel_Telu	send a complaint to walmart on twitter	ట్విట్టర్‌లో డీమర్ట్‌కి ఫిర్యాదు పంపండి
eng_Latn	tel_Telu	contact walmart customer service with a complaint via tweet	ట్వీట్ ద్వారా ఫిర్యాదుతో వాల్‌మార్ట్ కస్టమర్ సేవను సంప్రదించండి
eng_Latn	tel_Telu	wish all my friends of facebook good morning	నా facebook స్నేహితులు అందరికి గుడ్ మార్నింగ్ విష్ చేయి
eng_Latn	tel_Telu	tweet a complaint about more electricity bill this month	ఈ నెల అధిక విద్యుత్తు బిల్లు గురించి ఫిర్యాదు సందేశము పంపు
eng_Latn	tel_Telu	tweet a complaint about potholes on road	రోడ్డుపై గుంతల గురించి ఫిర్యాదు చేయండి
eng_Latn	tel_Telu	tweet a complaint about poor drainage system	పేలవమైన డ్రైనేజీ వ్యవస్థపై ఫిర్యాదును ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet customer service not good for liter per gram service in my twitter account	నా ట్విట్టర్ ఖాతాలో లీటర్ పర్ గ్రామ్ సర్వీస్‌కు కస్టమర్ సర్వీస్ మంచిది కాదు అని ట్వీట్ చై
eng_Latn	tel_Telu	post a tweet as follows very bad follow up by a. b. c. company not satisfied in my account	నా మైక్రోసాఫ్ట్ వెబ్సైట్ లో బాల సుబ్రహ్మణ్యం పాడిన నిను చూడక నేను వుండలేను పోస్ట్ చేయి
eng_Latn	tel_Telu	i have bad experience with bugs in this hotel tweet this to customer service and give them link relevance to this topic	ఈ హోటల్‌లో బగ్‌లతో నాకు చెడు అనుభవం ఉంది దీన్ని కస్టమర్ సేవకు ట్వీట్ చేయండి మరియు వారికి ఈ అంశానికి సంబంధించిన లింక్ ఔచిత్యం ఇవ్వండి
eng_Latn	tel_Telu	tweet my complaint and mention this costumer service	నా ఫిర్యాదును ట్వీట్ చేయండి మరియు ఈ కస్టమర్ సేవను పేర్కొనండి
eng_Latn	tel_Telu	tweet about what can be done for it	దాని కోసం ఏమి చేయవచ్చో ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet with consumer service about problem i am facing with the product	ఉత్పత్తితో నేను ఎదుర్కొంటున్న సమస్య గురించి వినియోగదారు సేవతో ట్వీట్ చేయండి
eng_Latn	tel_Telu	write complaint to walmart	వాల్‌మార్ట్‌కు ఫిర్యాదు రాయండి
eng_Latn	tel_Telu	domino's pizza consumer service complaint	పిజ్జా హౌస్ కస్టమర్ సర్వీస్ కంప్లెయింట్
eng_Latn	tel_Telu	tweet esurance and tell them they suck	హామీని ట్వీట్ చేయండి మరియు వారు పీల్చుకుంటారని వారికి చెప్పండి
eng_Latn	tel_Telu	tweet for me the complaint about drainage work	డ్రేనేజ్ పని గురించి నా కోసం ఫిర్యాదు ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet for me the complaint about potholes on road	రోడ్డుపై గుంతల గురించి ఫిర్యాదును నాకు ట్వీట్ చేయండి
eng_Latn	tel_Telu	complaint	ఫిర్యాదు
eng_Latn	tel_Telu	consumer desk	వినియోగదారుని విభాగం
eng_Latn	tel_Telu	tweet complaint to customer care	కస్టమర్ కేర్‌కు ట్వీట్ ఫిర్యాదు
eng_Latn	tel_Telu	tweet consumer complaint	వినియోగదారు ఫిర్యాదును ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet complaint	ట్వీట్ ఫిర్యాదు
eng_Latn	tel_Telu	please tweet a complaint to comcast for bad customer service	దయచేసి చెడు కస్టమర్ సేవ కోసం కాంకాస్ట్‌కు ఫిర్యాదును ట్వీట్ చేయండి
eng_Latn	tel_Telu	send a tweet to tmobile for rude employees	మొరటు ఉద్యోగుల కోసం టి మొబైల్కి ట్వీట్ పంపండి
eng_Latn	tel_Telu	what are the latest updates on my facebook account	నా ఫేస్బుక్ అకౌంట్ లో తాజా అప్డేట్లు ఏమిటి
eng_Latn	tel_Telu	what are the latest tweets on my twitter account	నా ట్విట్టర్ ఖాతాలో తాజా ట్వీట్లు ఏమిటి
eng_Latn	tel_Telu	what are the latest photos on my instagram account	నా ఇంస్టాగ్రామ్ ఖాతాలో తాజా ఫోటోలు ఏమిటి
eng_Latn	tel_Telu	ok google tweet the service at moe's diner is terrible	సరే గూగుల్ ట్వీట్ మో యొక్క డైనర్ వద్ద సేవ భయంకరమైనది
eng_Latn	tel_Telu	tweet the service at moe's diner is terrible	మో డైనర్‌లో సేవ భయంకరంగా ఉందని ట్వీట్ చేయండి
eng_Latn	tel_Telu	ok google tweet what a jerk the owner is at the gas station	గేస్ స్టేషన్ ఓనర్ ఒక వెధవ అని ట్వీట్ చేయి ఓకే గూగుల్
eng_Latn	tel_Telu	tweet mcdonald's down reseda has terrible service	ట్వీట్ మెక్‌డొనాల్డ్స్ డౌన్ రెసెడాలో భయంకరమైన సేవ ఉంది
eng_Latn	tel_Telu	ok google tweet mcdonald's down reseda has terrible service	సరే గూగుల్ ట్వీట్ మెక్‌డొనాల్డ్ డౌన్ రెసెడాలో భయంకరమైన సేవ ఉంది
eng_Latn	tel_Telu	tweet pizza hut their delivery guy is an hour late	వాళ్ళ డెలివరి గాయ్ ఒక గంట లేటు అని పిజ్జా హట్ కి ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet amazon about my package never arriving on time	నా ప్యాకేజీ గురించి అమెజాన్ ట్వీట్ చేయండి ఎప్పుడూ సమయానికి చేరుకోలేదు
eng_Latn	tel_Telu	tweet for me the complaint about drainage choke up	పొంగి వస్తున్న మురికి కాలువ గురించి ఫిర్యాదును నాకోసం ట్వీట్ చెయ్యి
eng_Latn	tel_Telu	tweet for me the complaint about disease prevention	రోగ నివారణ గురించి నా కోసం ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet a complain about my shoe color on flipkart	నా షూ రంగు గురించి ఫ్లిప్కార్ట్ లో ఒక కంప్లయింట్ ట్వీట్ చెయ్యి
eng_Latn	tel_Telu	on amazon twitter handler tweet a complain about quality of my jeans	అమెజాన్ ట్విట్టర్ హ్యాండ్లర్ ట్వీట్‌లో నా జీన్స్ నాణ్యత గురించి ఫిర్యాదు చేయండి
eng_Latn	tel_Telu	need info	సమాచారం కావాలి
eng_Latn	tel_Telu	facebook info	ఫేస్బుక్ సమాచారము
eng_Latn	tel_Telu	social info	సామాజిక సమాచారం
eng_Latn	tel_Telu	tweet complaint to at	ఫిర్యాదు గురించి ట్వీట్ చెయ్యి
eng_Latn	tel_Telu	tweet complaint to at	అక్కడికి ఫిర్యాదు ట్వీట్ ను పంపు
eng_Latn	tel_Telu	sent complaint to twitter at	అక్కడ ట్విట్టర్ కు ఫిర్యాదు పంపాము
eng_Latn	tel_Telu	tweet at a complaint	ఒక ఫిర్యాదు ట్వీట్ చేయి
eng_Latn	tel_Telu	who has written to me or mentioned me in social media	ఎవరు నాకు వ్రాసారు లేదా నన్ను సోషల్ మీడియాలో ప్రస్తావించారు
eng_Latn	tel_Telu	send report to consumer service	వినియోగదారుని సేవ కి రిపోర్ట్ పంపు
eng_Latn	tel_Telu	help complaint to consumer service	వినియోగదారు సేవకు ఫిర్యాదు చేయడంలో సహాయం చేయండి
eng_Latn	tel_Telu	tweet to ikea costumer service the following i'm not happy with this new klm product	ట్వీట్ చేయ ఐకియా వినియోగదారుని సేవ నేను ఈ కొత్త కే ల ఎం ఉత్పత్తులతో సంతోషంగా లేను
eng_Latn	tel_Telu	tweet to olx costumer service the next i didn't receive my order number one thousand one hundred and seventy six	నాకు నా ఆర్డర్ నెంబర్ ఒక వేయి ఒక వంద డెభై అందలేదు అని ఓ.ఎల్.ఎక్స్. కస్టమర్ సర్వీస్ కి ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet to google costumer service my new nexus phone stop working help please	నా కొత్త నెక్సస్ ఫోన్ వర్కింగ్ ఆపడానికి దయచేసి గూగుల్ కాస్ట్యూమర్ సర్వీస్‌కి ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet a message to suqcom that i am still waiting for my delivery	నేను ఇప్పటికీ నా డెలివరీ కోసం వేచి ఉన్నాను అని స్ యూ కామ్ కి సందేశాన్ని ట్వీట్ చేయండి
eng_Latn	tel_Telu	ask amazon dot com customer service when i can expect my refund using twitter	నేను ట్విట్టర్‌ని ఉపయోగించి నా వాపసును ఆశించేటప్పుడు అమెజాన్ డాట్ కామ్ కస్టమర్ సేవను అడగండి
eng_Latn	tel_Telu	can you put this on facebook	నీవు దీనిని ఫేస్బుక్ లో పెట్టగలవా
eng_Latn	tel_Telu	put this on my facebook	దీన్ని నా ఫేస్‌బుక్‌ లో పెట్టండి
eng_Latn	tel_Telu	tweet my complaint to at n.s.a.	ఆన్లైన్ లో నా కంప్లెయింట్ ట్వీట్ చెయ్యి
eng_Latn	tel_Telu	post my latest entry to twitter at n.s.a.	ట్విట్టర్‌లో నా తాజా ఎంట్రీని న స్ ఆ లో పోస్ట్ చేయండి
eng_Latn	tel_Telu	post new status	కొత్త స్టేటస్ పోస్ట్ చెయ్యి
eng_Latn	tel_Telu	change status	స్థితిని మార్చండి
eng_Latn	tel_Telu	start complaint to walmart	వాల్ మార్ట్ కు పిర్యాదు ప్రారంభించు
eng_Latn	tel_Telu	make a complaint to target	లక్ష్యంగా ఫిర్యాదు చేయండి
eng_Latn	tel_Telu	at nikesupport i need some assistance regarding some shoes i bought last week	ఎట్ వాక్మేట్ వద్ద నేను క్రితము వారము కొన్న కొన్ని షులు కి సంబంధించి నాకు సహాయము కావాలి
eng_Latn	tel_Telu	at nikesupport please help me out with some faulty shoes i just bought	నైక్ మద్దతు వద్ద దయచేసి నేను కొనుగోలు చేసిన కొన్ని నాసిరకం బూట్ల విషయంలో నాకు సహాయం చెయ్యండి
eng_Latn	tel_Telu	write a complaint tweet	ఫిర్యాదు ట్వీట్ వ్రాయండి
eng_Latn	tel_Telu	send a complaint tweet	ఫిర్యాదు ట్వీట్ ను పంపు
eng_Latn	tel_Telu	tweet to amazon about late delivery of my t. v.	నా టెలివిజన్ ను ఆలస్యంగా డెలివరీ చేయడం గురించి అమెజాన్‌కు ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet to apple about non receipt of iphone i sent for repairs last week	గత వారం మరమ్మతుల కోసం పంపిన ఐఫోన్ అందకపోవడం గురించి యాపిల్ కు ట్వీట్ చేశారు
eng_Latn	tel_Telu	tweet to bank about non receipt of checkbook	చెక్ బుక్ అందలేదు అని బేంక్ కి సందేశము పంపు
eng_Latn	tel_Telu	this product never use	ఈ ఉత్పత్తి ని ఎన్నడూ ఉపయోగించవద్దు
eng_Latn	tel_Telu	this may brings given of these proble small to us	ఈ ప్రోబుల్ స్మాల్ ను మనకు ఇవ్వవచ్చు
eng_Latn	tel_Telu	please add complaint about the service in tweet to olive garden	కరాచీ బేకరి సేవ గురించి ట్వీట్ లో దయచేసి ఫిర్యాదును జత చేయి
eng_Latn	tel_Telu	please open my twitter app and find complaint section for olive garden	దయచేసి నా ట్విట్టర్ యాప్‌ని తెరిచి ఆలివ్ గార్డెన్ కోసం ఫిర్యాదు విభాగాన్ని కనుగొనండి
eng_Latn	tel_Telu	post a facebook status engaged	నిమగ్నమై ఉన్న ఫేస్‌బుక్ స్థితిని పోస్ట్ చేయండి
eng_Latn	tel_Telu	tweet this sick today	ఈ రోజు ఈ జబ్బుపడినట్లు ట్వీట్ చేయండి
eng_Latn	tel_Telu	for facebook write newly promoted manager for hillstead	ఫేస్బుక్ లో రాజా వారి కోసం కొత్తగా ప్రమోట్ అయిన మేనేజర్ గురించి వ్రాయి
eng_Latn	tel_Telu	tweet at macy's two weeks after purchase and the hems have all come loose	కొనుగోలు చేసిన రెండు వారాల తర్వాత మాసి వద్ద ట్వీట్ చేయండి మరియు హేమ్స్ అన్నీ వదులుగా వచ్చాయి
eng_Latn	tel_Telu	this is a tweet for comcast if i have my internet and phone service from you and it goes out how can i contact you	నేను మీ నుండి నా ఇంటర్నెట్ మరియు ఫోన్ సేవను కలిగి ఉంటే మరియు నేను మిమ్మల్ని ఎలా సంప్రదించగలను అని అది కామ్‌కాస్ట్ కోసం చేసిన ట్వీట్
eng_Latn	tel_Telu	tweet to the bbb that burger king is too expensive	బర్గర్ కింగ్ చాలా ఖరీదైనది అని బి బి బి కి ట్వీట్ చేయండి
eng_Latn	tel_Telu	write a tweet telling macy's that they should be shutting down instead of jcpenney	జె సి పెన్నీ బదులుగా వాటిని షట్ డౌన్ చేయాలని మసై కి చెబుతూ ఒక ట్వీట్ రాయండి
eng_Latn	tel_Telu	send a tweet to the local wawa that their service is terrible at their market street location	వారి మార్కెట్ వీధి ప్రదేశంలో వారి సేవ భయంకరంగా ఉందని లోకల్ వావాకు ట్వీట్ పంపండి
eng_Latn	tel_Telu	hello my item which i bought from some one has gone out of order	హలో నా ఐటమ్ ని నేను కొన్నింటి నుంచి కొనుగోలు చేశాను ఇది ఆర్డర్ అయిపోయింది.
eng_Latn	tel_Telu	hello can you give the contact details for a particular service center	హలో మీరు నిర్దిష్ట సేవా కేంద్రం కోసం సంప్రదింపు వివరాలను ఇవ్వగలరా
eng_Latn	tel_Telu	what is the customer service feedback	వినియోగదారుల సేవ ఫీడ్ బ్యాక్ ఏమిటి
eng_Latn	tel_Telu	pull up the complaint website for starbucks	స్టార్‌బక్స్ కోసం ఫిర్యాదు వెబ్‌సైట్‌ను పైకి లాగండి
eng_Latn	tel_Telu	what is jimmy johns's corporate number	కరుణాకర్ కార్పోరేట్ నంబర్ ఏంటి
eng_Latn	tel_Telu	show me the customer service number for mcdonalds	నాకు డొమినోస్ యొక్క వినియోగదారుని సేవా నంబర్ చూపించు
eng_Latn	tel_Telu	could please tweet that the kinley water bottle was charged for more than maximum retail price at the movies	దయచేసి సినిమాల్లో గరిష్ట రిటైల్ ధర కంటే కిన్లే వాటర్ బాటిల్‌కు ఎక్కువ ఛార్జీ విధించబడిందని ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet that there was an insect in the chocolate packet	చాక్లెట్ ప్యాక్‌లో పురుగు ఉందని ట్వీట్ చేశాడు
eng_Latn	tel_Telu	please complaint that my mobile is in the service center for too long	దయచేసి నా మొబైల్ చాలా సేపు సర్వీస్ సెంటర్‌లో ఉందని ఫిర్యాదు చేయండి
eng_Latn	tel_Telu	tweet consumer service that i am very disappointed with my recent interaction	నా ఇటీవలి పరస్పర చర్యతో నేను చాలా నిరాశకు గురయ్యాను అని వినియోగదారు సేవను ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet to consumer service that they should strive to be more accommodating	కళాంజలి కి సందేశము పంపు వారు ఇంకా ఆదరణగా వుండాలి అని
eng_Latn	tel_Telu	complain to amazon customer service for me	నా కోసం అమెజాన్ కస్టమర్ సర్వీస్‌కి ఫిర్యాదు చేయండి
eng_Latn	tel_Telu	fraud in weighing products	బరువు ఉత్పత్తులలో మోసం
eng_Latn	tel_Telu	mixed or fake products in market	మిశ్రమ లేదా నకిలీ ఉత్పత్తులను మార్కెట్లో
eng_Latn	tel_Telu	expired products in recent market	ఇటీవలి మార్కెట్లో గడువు ముగిసిన ఉత్పత్తులు
eng_Latn	tel_Telu	it would be nice if you post status for me	నీవు నా కోసం స్టేటస్ పోస్ట్ చేస్తే అది చాలా బాగుంటుంది
eng_Latn	tel_Telu	twitter to destination x. l. that they run out of sizes too fast	మింత్ర వారికి twitter చేయి వారి వద్ద సైజులు అన్ని త్వరగా అయిపోయాయి అని
eng_Latn	tel_Telu	tweet paula deen's restaurant that the line is always too long	లైన్ ఎల్లప్పుడూ చాలా పొడవుగా ఉంటుందని పౌలా దీన్ రెస్టారెంట్‌ను ట్వీట్ చేయండి
eng_Latn	tel_Telu	send twitter to mattel that they need to stop making toys in china	చైనాలో బొమ్మలు తయారు చేయడం మానేయాలని మాటెల్‌కు ట్విట్టర్‌ని పంపండి
eng_Latn	tel_Telu	tweet at	ఇక్కడ ట్వీట్ చెయ్యి
eng_Latn	tel_Telu	lets send a tweet	ఒక ట్వీట్ పంపుదాం పదండి
eng_Latn	tel_Telu	post complaint about service a	సేవ గురించి పోస్ట్ ఫిర్యాదు ఆ
eng_Latn	tel_Telu	tweet complain about service a	సేవలు గురించి ఫిర్యాదు ట్వీట్ చేయి
eng_Latn	tel_Telu	tag my tweet to provider	టాటా కార్స్ కు నా సందేశము టాగ్ చెయ్యి
eng_Latn	tel_Telu	raise a tweet on consumer	వినియోగదారుపై ఒక ట్వీట్ పెంచండి
eng_Latn	tel_Telu	i want to make a complaint to the consumer	వినియోగదారుడు కి నేను ఫిర్యాదు చేయాలి అనుకుంటున్నాను
eng_Latn	tel_Telu	i would like to place a call to amazon customer service	నేను అమెజాన్ కస్టమర్ సర్వీస్ కు కాల్ చేయాలని కోరుకుంటున్నాను.
eng_Latn	tel_Telu	i am grateful if you call the amazon customer service	మీరు అమెజాన్ కస్టమర్ సేవకు కాల్ చేస్తే నేను కృతజ్ఞుడను
eng_Latn	tel_Telu	is there anything exciting on twitter today	ఈరోజు ట్విట్టర్‌లో ఏదైనా ఉత్తేజకరమైనది ఉందా
eng_Latn	tel_Telu	was there any articles on shark attacks on snapchat yesterday	నిన్న స్నాప్‌చాట్‌లో షార్క్ దాడులపై ఏవైనా కథనాలు ఉన్నాయా
eng_Latn	tel_Telu	tweet macy's a complaint about their sales clerk	ట్వీట్ మాసీ వారి సేల్స్ క్లర్క్‌పై ఫిర్యాదు
eng_Latn	tel_Telu	please send a tweet to food lion about not having a clean restroom	దయచేసి క్లీన్ రెస్ట్‌రూమ్ లేదని ఫుడ్ లయన్‌కి ట్వీట్ చేయండి
eng_Latn	tel_Telu	tweet bad service related to out local haskell mcdonalds	మెక్ డొనాల్డ్స్ కు సంబంధించి సేవా లోపము గురించి ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet a disgusted face about mcdonalds	కేఎఫ్సీ గురించి ఒక నచ్చని ఫేస్ ట్వీట్ చేయి
eng_Latn	tel_Telu	tweet bad day at starbucks	స్టార్‌బక్స్ వద్ద బ్యాడ్ డే అని ట్వీట్ చేయండి
eng_Latn	tel_Telu	set feeling happy status on facebook	సంతోషంగా ఉన్నాను అని స్టేటస్ ను ఫేస్బుక్ లో పెట్టు
eng_Latn	tel_Telu	tweet british airways that my last flight from chicago to london was delayed	చికాగో నుంచి లండన్ కి నా ఆఖరి ఫ్లయిట్ ఆలస్యము అయినది అని ఇండియన్ ఎయిర్లైన్స్ కి ట్వీట్ చేయి
eng_Latn	tel_Telu	i want to post a status on twitter	నేను ట్విట్టర్‌లో స్థితిని పోస్ట్ చేయాలనుకుంటున్నాను
eng_Latn	tel_Telu	post this status to my social media account	ఈ స్థితిని నా సోషల్ మీడియా ఖాతాలో పోస్ట్ చేయండి
eng_Latn	tel_Telu	tweet a complaint to comcast	కాంకాస్ట్‌కు ఫిర్యాదును ట్వీట్ చేయండి
eng_Latn	tel_Telu	write this complaint to comcasts customer service twitter	హ్యుండై కస్టమర్ సర్వీస్ ట్విట్టర్ లో ఈ కంప్లెయింట్ రాయి
eng_Latn	tel_Telu	comcast sucks put that on their twitter account	కామ్‌కాస్ట్ సక్స్ దానిని తమ ట్విట్టర్ ఖాతాలో ఉంచింది
eng_Latn	tel_Telu	tell me if anything important is happening on social media today	ఈరోజు సోషల్ మీడియాలో ఏదైనా ముఖ్యమైన సంఘటన జరిగితే నాకు చెప్పండి
eng_Latn	tel_Telu	olly tweet a message to a. t. & t. and tell them my service is bad	ఒల్లీ ఒక సందేశాన్ని ట్వీట్ చేయండి ఆ ట్ అండ్ ట్ మరియు నా సేవ చెడ్డదని వారికి చెప్పు
eng_Latn	tel_Telu	tweet samsung and tell them to stop killing people with their products	సామ్సంగ్ కి ట్వీట్ చేయి మరియు వారి ఉత్పత్తులతో ప్రజలను చంపడం ఆపమని చెప్పు
eng_Latn	tel_Telu	tweet the president and tell him he's doing a horrible job	అధ్యక్షుడిని ట్వీట్ చేయండి మరియు అతను భయంకరమైన పని చేస్తున్నాడని చెప్పండి
eng_Latn	tel_Telu	post a status on my twitter account	నా ట్విట్టర్ ఖాతాలో స్థితిని పోస్ట్ చేయండి
eng_Latn	tel_Telu	write ten words on instagram	ఇంస్టాగ్రామ్ లో పది పదాలు రాయి
eng_Latn	tel_Telu	submit a negative review about a company	కంపెనీ గురించి ప్రతికూల సమీక్షను సమర్పించండి
eng_Latn	tel_Telu	olly submit a negative review about a company	ఒల్లీ కంపెనీ గురించి ప్రతికూల సమీక్షను సమర్పించండి
eng_Latn	tel_Telu	olly please tweet a complaint about a store i visit	ఓలీ దయచేసి నేను సందర్శించే స్టోర్ గురించి ఫిర్యాదును ట్వీట్ చేయండి
eng_Latn	tel_Telu	please send a complaint about my horrible experience with a company	ఆ కంపెనీ తో నా బాధాకరమైన అనుభవము గురించి కంప్లెయింట్ పంపు ప్లీజ్
eng_Latn	tel_Telu	make a post	ఒక పోస్ట్ చేయండి
eng_Latn	tel_Telu	update my status	నా స్థితిని నవీకరించు
eng_Latn	tel_Telu	please write up a compliant	దయచేసి కంప్లైంట్ రాయండి
eng_Latn	tel_Telu	write a tweet to this company	ఈ కంపెనీకి ఒక ట్వీట్ రాయండి
eng_Latn	tel_Telu	add new email to anna	అనుష్క కు కొత్త ఈమెయిల్ జత చెయ్యి
eng_Latn	tel_Telu	olly add new email to anna	ఓలీ దివ్య కి కొత్త email యాడ్ చెయ్యి
eng_Latn	tel_Telu	create new contact with email	ఇమెయిల్‌తో కొత్త పరిచయాన్ని సృష్టించండి
eng_Latn	tel_Telu	add this person's email	ఈ వ్యక్తి యొక్క email యాడ్ చెయ్యి
eng_Latn	tel_Telu	send email to martha saying last evening was wild	నిన్న సాయంత్రం క్రూరంగా ఉందని వాణి కు ఇమెయిల్ పంపండ
eng_Latn	tel_Telu	reply to patrick that i am on my way	నేను నా మార్గంలో ఉన్నాను అని ప్రసాద్ కి ప్రత్యుత్తరం ఇవ్వండి
eng_Latn	tel_Telu	drop a message to jan write i will be late	నాకు ఆలస్యం అవుతుంది అని వ్రాసి జానీ కు ఒక సందేశము వదులు
eng_Latn	tel_Telu	read me the last email from stefan and oil change	రమణ మరియు ఆయిల్ మార్పు నుండి వచ్చిన చివరి ఇమెయిల్‌ను నాకు చదవండి
eng_Latn	tel_Telu	find me all mails from magda with holidays word in the title	సెలవులు అనే చిన్న పదంతో కూడిన మెయిల్స్ సిరి నుండి నా కోసం వెతుకు
eng_Latn	tel_Telu	when did i get an email from john smith about car accident	కార్ ఆక్సిడెంట్ గురించి కబీర్ సింగ్ నుంచి నాకు ఈమెయిల్ ఎప్పుడు వచ్చింది
eng_Latn	tel_Telu	what's the email address of silvia	సత్య యొక్క ఈమెయిల్ చిరునామా ఏమిటి
eng_Latn	tel_Telu	send email to my brother	నా అన్నయ్య కి ఈమెయిల్ పంపించు
eng_Latn	tel_Telu	please email my team	దయచేసి నా టీమ్ కి ఈమెయిల్ చెయ్యి
eng_Latn	tel_Telu	hey email jan about our meeting	మా సమావేశం గురించి ఇమెయిల్ సంజయ్
eng_Latn	tel_Telu	please send email to pawel with reminder	దయచేసి reminder తో యశ్వంత్ కి ఈమెయిల్ పంపు
eng_Latn	tel_Telu	email to pawel regarding latest news	తాజా సమాచారం గురించి పవన్ కు సందేశము పంపు
eng_Latn	tel_Telu	let me know if i have new emails	నాకు ఏవైనా కొత్త ఈమెయిల్స్ ఉన్నాయేమో తెలుసుకోనివ్వు
eng_Latn	tel_Telu	are there new emails for me	అక్కడ నా కోసం కొత్త ఈ మెయిల్స్ ఉన్నాయా
eng_Latn	tel_Telu	please check for new emails	కొత్త emails కోసం చెక్ చెయ్యి
eng_Latn	tel_Telu	hey please reply to last pawel's email	హే రవి యొక్క చివరి సందేశానికి బదులు పంపు
eng_Latn	tel_Telu	answer to pawel's email	రవి email కి సమాధానం ఇవ్వు
eng_Latn	tel_Telu	could you please send back to pawel this answer	దయచేసి ఈ సమాధానాన్ని రవి చేయడానికి తిరిగి పంపగలరా
eng_Latn	tel_Telu	create an email to toby at tobytoday dot com	ఈశ్వర్ టుడే డాట్ కాంలో ఈశ్వర్కి ఇమెయిల్‌ను సృష్టించండి
eng_Latn	tel_Telu	do i have any emails from hongbin	నాకు రవి నుండి ఏవైనా ఇమెయిల్‌లు ఉన్నాయా
eng_Latn	tel_Telu	has the university of greenwich emailed me	టాటా కన్సల్టెన్సీ నాకు ఈమెయిల్ చేసిందా
eng_Latn	tel_Telu	what new emails do i have form amie	నేను ఏ కొత్త ఇమెయిల్‌లను అనన్య కలిగి ఉన్నాను
eng_Latn	tel_Telu	what's his number	అతని number ఏంటి
eng_Latn	tel_Telu	tell me the last message	నాకు చివరి మెసేజ్ చెప్పు
eng_Latn	tel_Telu	tell me the landline number	నాకు landline number చెప్పు
eng_Latn	tel_Telu	do i have new email	నాకు కొత్త email ఉందా
eng_Latn	tel_Telu	is there any new email	ఏదైనా కొత్త ఈమెయిల్ ఉందా
eng_Latn	tel_Telu	tell me if i have new emails	నాకు కొత్త ఈమెయిల్స్ ఉంటే చెప్పు
eng_Latn	tel_Telu	send email to emilia saying i will be late please don't wait with dinner	నాకు ఆలస్యం అవుతుంది దయచేసి భోజనం తో వేచి చూడకు అని చెప్తూ ఇలియానా కు ఈమెయిల్ చెయ్యి
eng_Latn	tel_Telu	email to matthew with content project finished send me invoice please	పూర్తి అయిన ప్రాజెక్టు విషయము వాటి పట్టిక నాకు పంపమని ప్రకాష్ కు ఈమెయిల్ చెయ్యి
eng_Latn	tel_Telu	email to caroline how are you can you send me updates on last project cheers tomasz	కమలిక కి ఇమెయిల్ చేయండి మీరు ఎలా ఉన్నారు మీరు చివరి ప్రాజెక్ట్ చీర్స్ టోమాస్జ్ గురించి నాకు అప్‌డేట్‌లను పంపగలరు
eng_Latn	tel_Telu	hey google email to caroline how are you can you send me updates on last project cheers tomasz	హే గూగుల్ కామాక్షి కి ఇమెయిల్ పంపండి మీరు నాకు చివరి ప్రాజెక్ట్ చీర్స్ టోమాస్‌పై అప్‌డేట్‌లను ఎలా పంపగలరు
eng_Latn	tel_Telu	do i have any new email	నాకు ఏమైనా కొత్త ఈ మెయిల్ ఉందా
eng_Latn	tel_Telu	any new emails	ఏవైనా కొత్త ఈమెయిల్స్
eng_Latn	tel_Telu	olly any new emails	ఓలీ ఏవైనా కొత్త emails
eng_Latn	tel_Telu	is there anything new in my mailbox	నా మెయిల్‌బాక్స్‌లో ఏదైనా కొత్తది ఉందా
eng_Latn	tel_Telu	is there any email from emilia	ప్రణతి నుంచి ఏదైనా email వచ్చిందా
eng_Latn	tel_Telu	do i have any email from work	నాకు పని నుండి ఏదైనా ఇమెయిల్ ఉందా
eng_Latn	tel_Telu	do i have any new emails	నాకు ఏవైనా కొత్త emails ఉన్నాయా
eng_Latn	tel_Telu	olly do i have any new emails	సిరి నాకు ఏవైనా కొత్త ఈమెయిల్స్ ఉన్నాయా
eng_Latn	tel_Telu	alexa do i have any new emails	అలెక్సా నా దగ్గర ఏవైనా కొత్త emails ఉన్నాయా
eng_Latn	tel_Telu	tell me about new emails	నాకు కొత్త ఈమెయిల్స్ గురించి చెప్పు
eng_Latn	tel_Telu	who am i meeting today	నేను ఈ రోజు ఎవరిని కలుస్తున్నాను
